Entity,average_probability,high_probability,low_probability,std_dev_probability
the balance,0.04716052366200046,0.1852999709405658,0.0002376942222535,0.05892643010340392
the balance of interests,9.781410388040126e-08,5.362238126692868e-07,4.0343541065751525e-10,1.8962194348800136e-07
the ball,0.11601583539260245,0.7484526387383141,2.2663691697931598e-05,0.23619260653796217
the band,0.19602639083423462,0.3879839889060967,0.0804983844675462,0.1021102775317207
the basic state policy of resources conservation and environmental protection,6.396443176604892e-20,6.356119731827382e-19,2.8135454554617996e-26,2.008579693463968e-19
the battle in heaven he has provoked,3.1693030901060218e-21,1.0927630155085295e-20,6.440351327899012e-25,4.812904086518948e-21
"the battle, which was clearly propaganda",5.028804304475535e-12,2.6161685231824475e-11,5.959082040871918e-15,8.827245836570451e-12
the beginning,0.12429907020169176,0.348256003570917,0.0098908656814927,0.0944811079061209
the beginning of this episode,1.1568200161768493e-06,7.881427903866716e-06,1.5298421655505342e-08,2.3998869285574156e-06
the behavior of some of you,1.4958134402411808e-11,1.4391632648337668e-10,1.2789012667052411e-14,4.5324627665540364e-11
the best basketball mind of any kid he has been around,2.602259920528539e-21,2.6012574277695638e-20,8.158467801698536e-31,8.225546438865248e-21
the big leagues,0.007329061787124358,0.0435747414339733,1.2911114662854736e-07,0.014900484616400726
the bill,0.0797065657846385,0.3842304429936423,0.0014052966631358,0.1163933003631426
the birth of Jesus,3.34802142795717e-05,0.000142847194937,1.6002919990218575e-08,4.455609874521284e-05
the birth of the twins,2.8813011970645534e-05,0.0002667821824407,1.814382610193964e-10,8.375594326070475e-05
the bishop,0.08726768446575575,0.6686683735565282,2.398331224307687e-05,0.2064194306551696
the blood primarily,1.130627710563333e-05,8.731587989037813e-05,1.6163601172737892e-10,2.7520154948312293e-05
the blue by the wizard Gandalf,3.103370750199341e-21,1.586652852225949e-20,4.302682640602009e-26,4.937343977719564e-21
the board,0.13684955423754047,0.9627561401993212,3.829558925664113e-05,0.29357049922869927
the bombing,0.01532548297646395,0.0512904738876995,0.0005228224309746,0.017445307000529087
the border,0.1374107601736725,0.7120516172418156,0.0001734924600511,0.2631133979260061
the borough,0.005676102788876392,0.025867626009123,1.740034313501464e-05,0.010053801040448613
the boys in Peter Pan,3.576690163121376e-10,1.424549023964448e-09,1.1505943176008869e-13,4.951115114294784e-10
the brain,0.12653272942126823,0.3875919579273912,0.0003537846704928,0.1393553214107986
the branch of the Metropolitan Line,3.2477995807909766e-07,3.1029609067952564e-06,5.588830001913983e-13,9.763843857432431e-07
the bronze medal,0.032222202474992565,0.2035066898626824,2.6153212008594687e-06,0.064770914591217
the building,0.13759429289996403,0.3427956260239497,0.0098313949033001,0.11225973435386018
"the building, a violation of the Clean Air Act",7.959717166562249e-14,7.647242740190584e-13,2.0525718048166237e-17,2.408285940168818e-13
the cannons,0.00548855858573213,0.0198983968721111,0.0001007359081267,0.0070725353623979645
"the capital cities of two U.S. states, Ohio and South Carolina",1.0956435405945968e-21,6.2255953810684384e-21,3.553767108251015e-28,2.047448641262956e-21
the capital's main airport,3.287734084183718e-10,1.5422260481020375e-09,9.996253227972126e-13,5.64501355551834e-10
the cartoon,0.002605037334070262,0.0094302041067848,6.716093120220351e-09,0.002804314224661751
the case,0.11333014088537977,0.3357037825234386,0.0099855578255971,0.11115521567312438
"the cause of the seizure episodes, along with other organic causes of non-epileptic seizures, such as syncope, migraine, vertigo, and stroke, for example",2.2914257728949855e-73,1.6630191906939714e-72,7.474497768650647e-79,5.1957767984973775e-73
the censorship of cyberspace,9.299623516725016e-08,8.016292844839293e-07,1.5898303085672745e-11,2.493302755683143e-07
the character Donnie Brasco,1.8320090449563546e-06,1.50101574748737e-05,3.281757053758619e-13,4.744212135376753e-06
the character designs,0.00019683121030166826,0.0016300616531405,3.0899449990900667e-09,0.0005057890532865487
"the children's musical ""Aladdin",3.388730203235964e-13,1.6199304412618205e-12,3.2575400618325056e-14,4.803834468863906e-13
the church,0.11582882945713864,0.3668141248170364,0.0029310329504732,0.1490137289618348
the circle of elite,1.9935909140149428e-08,6.647595949365729e-08,6.763740922072257e-11,2.074946478420516e-08
the city,0.06950680090126515,0.247804739035633,0.0049862571308467,0.0790409273188266
"the city, Giovanni Domenico Ferretti",4.0507479435271866e-14,3.092419775721282e-13,4.182457643145888e-20,9.81915783117071e-14
the cleanup effort,0.0001726900136477389,0.0010491703213325,2.3035799213790586e-07,0.0003197486140841089
the climax,0.09467264918490434,0.7349448706263075,4.6769475775271935e-05,0.22846483788061517
the closure of Kahrizak prison,5.203030505108075e-20,4.972967886236153e-19,5.460150789684667e-25,1.5651150309052432e-19
the club,0.03926112866188396,0.0942318392290655,0.0017952357411608,0.03854432596409573
"the club, where he also took part in several public debates on his whistleblower website WikiLeaks and the state of the modern media",4.8724108964243725e-68,4.8723436724971936e-67,3.66046248186604e-75,1.5407679928889177e-67
the collapse of the Soviet Union and Yugoslavia,1.7244749980800067e-11,9.000813652478427e-11,4.153386971249514e-16,2.748862311491049e-11
the commission,0.05920578679601198,0.2218806662861983,0.0063790164036862,0.07315881672705922
the community,0.08675274039182772,0.3396064802223542,0.0028058253412454,0.10230683153108437
the company,0.23745205248359785,0.6264246062601373,0.00785408982695,0.23098655500308124
"the company's director of communications, Lyan Sierra-Caro",1.1022898591410986e-32,4.834049884272544e-32,2.9753262153010868e-34,1.7048096690838298e-32
the competition,0.00288459631122077,0.016592921428255,0.0001194141430049,0.005038234004469331
the complaints,0.0019288049505058597,0.0104721322645353,1.5808351266040528e-05,0.003252953122888608
"the complaints, filed in federal court in Georgia",6.282191172309532e-15,3.9816117641959574e-14,1.1821393160904956e-20,1.2235952828458357e-14
the concept,0.07229136119218336,0.2794793329349172,0.000103915720166,0.09330034510573519
the concepts of a pseudometric space or a dislocated metric space,2.322413391396147e-37,1.895244304783367e-36,1.8760166708297798e-40,5.8898268737986066e-37
the construction of large reservoirs,3.775108794681724e-08,2.1061595668975765e-07,6.800777694220853e-11,7.374763709201785e-08
the contest months,1.2500927518727757e-05,5.589343390691279e-05,1.2361051604944185e-08,2.143348826748531e-05
the correct usage of the Portuguese language,2.5847997684060672e-09,1.7390550982983395e-08,2.0114315688053044e-14,5.3679162395999155e-09
the country,0.13352245645863434,0.7012610679518474,0.0003293188503778,0.23286602999900993
the country's first ever participation in the Winter Paralympic Games,3.9071716581919763e-17,3.8445587663528464e-16,1.36753907307688e-23,1.2136139921318755e-16
the country's troops,2.791246462893933e-07,2.087028075358808e-06,1.5198833657682288e-10,6.505748890697135e-07
"the country, hurt soldiers' morale",7.17196883170055e-14,5.034772974328076e-13,1.7399702937097185e-21,1.6352904687534078e-13
the county border,1.7100576821014055e-05,7.78382463732581e-05,7.856172078638712e-09,2.319569249919546e-05
the course outside the Aota Main Stadium,1.1342267025792825e-21,5.233457579620659e-21,6.3581857979488074e-24,1.7490851619319914e-21
the court,0.20033970726829725,0.8554067558024059,0.0001544952224459,0.27736201100748187
the crowd,0.27067645672618135,0.6396809726372368,0.0072701731919033,0.2351794842298546
the crucial vote,5.699030316267782e-06,2.0130462392208685e-05,1.1917633306509047e-07,8.054854005663512e-06
the cup,0.036567416157533415,0.1772773607179694,3.724347139284247e-05,0.06066294547253053
the current government,0.00135861664685957,0.0053583089547255,0.0001104945757622,0.001569789501224612
the cycling leg of the Youth Olympic Games girls,3.577239054075099e-17,2.143542253916417e-16,6.936074948550367e-26,7.155540237908821e-17
the data,0.05788009922464107,0.240766370785634,1.8993182957800087e-05,0.08497844726644838
the de-emphasis of central areas,4.499622324734688e-12,4.0642739430738076e-11,5.181223129533246e-15,1.271824832563786e-11
the deadliest attack,3.2302292436131844e-06,2.505023016951567e-05,1.0427162779422491e-09,7.827584241992614e-06
"the death of her husband, Martin",3.1136584553641514e-09,2.1826688650123573e-08,4.751882619773778e-13,6.979589589028405e-09
"the death, abduction and displacement of thousands of civilians",2.7734017271163885e-22,1.8757827271393677e-21,5.174858909582412e-26,6.19279265198266e-22
the debate on energy and climate change,4.1028287166312354e-07,4.074230970470679e-06,1.8477812962274604e-11,1.287390641205392e-06
the decision to recuse,2.963688987558694e-11,1.9173897575996724e-10,8.483402626923045e-14,6.043818512123814e-11
the defense ministers' meeting,9.191238814736588e-08,8.889706067663126e-07,2.1481560490022453e-13,2.8012942016225363e-07
the degree of doctor of medicine,0.000424825293624012,0.003500521184066,2.4444367964761565e-06,0.0010862131273466592
the demand,0.15330222239110075,0.415116624145412,0.0002029229668706,0.17039861360953573
the dental laboratory,0.0025499504221662334,0.0247916549943873,1.1388384544976103e-07,0.007816261402830269
the departure point one,1.0481881042116621e-07,9.377525238809916e-07,1.3408840834536508e-10,2.937129073905763e-07
the deputy mayor and treasurer of the city of Leipzig,1.918640516745033e-20,1.44837279019927e-19,1.1670214725864373e-22,4.478954952531681e-20
the desert near Khakrez,3.5687320583279906e-16,1.064668558334456e-15,8.819794772070606e-18,4.072499955180173e-16
the desert winter,4.775293277073866e-06,1.5778007577493368e-05,5.6416867492205163e-08,5.939633884582694e-06
the designs of the often cruel Saskatchewan weather,5.360287288382225e-19,4.4878370887166276e-18,8.473169318666262e-25,1.3980701294417888e-18
"the desk, dressed in a fabulous pinstriped suit",1.820756697961148e-26,1.315475525340733e-25,2.5255547746170055e-29,4.048628895929289e-26
the destruction of the ancient city of Madurai,5.372005262590214e-10,5.338544854446777e-09,1.7137204475073444e-16,1.6870400180821862e-09
the development of breast cancer,1.3349596637734644e-06,7.810643031054783e-06,1.437317667256039e-09,2.427200820527201e-06
the development of trust agency business between the two banks,2.39469181120965e-19,2.3929490695497813e-18,1.3594189372718871e-25,7.56655751600328e-19
the development which linked these isolated buildings,3.520341277319849e-21,3.1860191094566333e-20,3.072855194958827e-25,1.0001798798610113e-20
the disclosures,1.9337254480688978e-05,9.444036480492494e-05,1.2813808503499717e-07,3.610018152540838e-05
the dismissal,0.14623004053719363,0.3068542443383393,0.0039819135728692,0.11556144120612058
the dissolution of the Soviet Union,2.3230815771295228e-05,0.0002285752770294,4.189532716720239e-08,7.2152393542401e-05
"the districts of Goudrou, Lagamara, Limmou, Nonna, and Guera, he",7.389760734989287e-54,6.958370175502637e-53,7.438339205776494e-60,2.187026831454657e-53
the divisions that led to the war,1.727984875735945e-11,6.730924678963304e-11,1.8419780953003214e-14,2.3621832479026014e-11
the door,0.6080782269626201,0.9759212741120676,0.0963916987304518,0.345621700809655
the draft statement,1.0325661149257429e-05,4.965687192245333e-05,1.8073896922950723e-09,1.741287661915223e-05
the draw,0.011411462332792045,0.1125624743222282,6.044122669566194e-07,0.035541579574133716
the duties of the SDF,7.074110569489263e-09,6.89585661385845e-08,1.369814706908079e-12,2.1746135893640503e-08
the economy,0.07393503560787842,0.5139892019145123,4.517240428563666e-05,0.15645810939866253
the edge,0.11765048752656453,0.5114072054487266,0.0002509267529515,0.15222708183936084
the effect of this change on inflation and on the extent the minimum level of basic needs would be provided for the poor sectors,6.750970156137923e-47,3.7405558402946235e-46,2.5942497790461382e-51,1.2784154734386718e-46
the elbow with a pocket knife,1.6620425148963055e-10,1.4353267492777607e-09,7.057876362588722e-13,4.47335880375616e-10
the emperor,0.00855338952042358,0.0189003390634834,0.0002466818931139,0.006914762317813678
the end,0.35556047521112966,0.976838416407702,6.665213685606332e-05,0.397985760322651
the end of next month,4.425697811133445e-07,2.842918710934074e-06,6.86699466685757e-11,8.840248382927559e-07
the end of the runway,0.0001680997785734443,0.0006716767723869,2.030889099053556e-06,0.0002608696986499455
the end of the year,8.612159599358089e-05,0.0003399409341592,1.7225774809061216e-06,0.00010553519829882906
the end of their three-day summit Saturday,6.158571586784155e-19,6.0651350058937285e-18,1.3669776182517998e-23,1.9148195655214727e-18
the end of this weekend,8.611451500048358e-08,7.088834397531346e-07,3.3814138265611523e-10,2.1916379172719962e-07
the ensemble cast,0.0029809778455201514,0.017258765568853,1.3605224255270022e-05,0.005265714625773257
the ensuing kick,1.316622292910386e-05,0.0001185533016161,5.348333298418655e-10,3.705059443811952e-05
the entire country,0.0031750375233362688,0.0122693030063253,1.1005794228329913e-06,0.00492808146252768
the environment,0.03627385255892141,0.1669517046628925,0.0017559790774562,0.049554581194415706
the episode,0.02374804674048538,0.0673038214618841,0.0006807275590601,0.02142828007339231
the era in which we are seeing military coups as a means of political transition rather than democratic elections,2.052761282892886e-45,1.582549580286462e-44,8.562118298768774e-49,4.906594648481037e-45
the era where his singing voice had not,2.0703785953985362e-13,1.7409003247855296e-12,9.10236116924869e-17,5.411815247043476e-13
the eve of deploying to Afghanistan,2.610029089033167e-13,2.551205329287716e-12,4.033883080112196e-19,8.049051869975879e-13
the extent that Indonesia's exports are vertically integrated with China's production process,3.8494865226298615e-23,3.849486520989251e-22,4.827979079638396e-38,1.2173145227867153e-22
the fact,0.06547437216003513,0.3580337598009109,6.536461098051796e-06,0.1301518711537757
the fall,0.3576223859733804,0.9919827434396636,0.0003947552619938,0.35056264115432834
the families of the victims of the Dirty War,1.7360209519802807e-11,1.4067725656527695e-10,2.871524401579553e-16,4.384809884401059e-11
the family Limapontiidae,3.0612148173371534e-17,2.95584873800351e-16,6.08722905620447e-23,9.312463924907323e-17
the farmers of Linpien,1.7323716111575227e-16,8.985112045468892e-16,1.166714216157616e-19,2.9263280561377897e-16
the farthest upstream Mississippi River port capable of handling Panamax ships,4.27347532958116e-31,4.1510364444898474e-30,1.6915395540885427e-35,1.3084703638187683e-30
the federal government,0.04348735660393015,0.1248684282700735,0.002085887356373,0.04434135567621869
the fifth grade,0.0005716038880093589,0.0050569105058993,1.9401373735406118e-07,0.0015780796275452866
the film,0.30690332775995965,0.6080649614488678,0.0004725608408723,0.20357888324065018
the finals,0.10752075055516644,0.2933111199369698,0.001256264741786,0.09980902140214981
the first Albion player,1.1850053337725695e-06,6.662654058637531e-06,8.712912746005673e-09,2.1103230092554993e-06
the first American deaths,6.951187882058837e-07,1.7793424223308204e-06,1.3565332245881245e-08,7.617322616777951e-07
the first Keeper of Indian art,2.3292776212161062e-11,1.07421246692507e-10,1.1215957528777026e-15,4.445065441567281e-11
the first book,0.12507397949906948,0.4691215076130532,0.0002640783903769,0.1463826370098476
the first edition of the Games (organised by IFIUS),5.1554302666907875e-23,4.560748051527609e-22,2.3340587027224003e-25,1.423923938809369e-22
the first election,0.02839884503475895,0.1937887467067201,2.267129033988654e-07,0.06218882499742069
the first federal agencies,2.9996028150343248e-05,0.0001237867949652,1.4874446849959125e-08,4.486028018042374e-05
"the first inning, that scored a run",1.1731283808567038e-11,7.151989895205499e-11,1.0639728974817211e-14,2.2014857892946514e-11
the first nine months of the year,6.258962253005116e-07,4.866506994288781e-06,6.495037769317242e-10,1.5185649011860112e-06
the first phase investment,5.005541397420685e-06,3.895050820279886e-05,6.276705210531474e-10,1.2168814937418575e-05
"the first quarter, Saskatchewan's quarterback",2.3539601762607662e-15,9.169853478914923e-15,3.8392909491689306e-19,3.151088796353731e-15
the first round,0.05657131601338078,0.2602125993541381,4.279294429339093e-06,0.08031702497136274
the first synod held in Western Australia,1.334452534973396e-10,1.3115420163538372e-09,1.1621104725916462e-14,4.139691803557767e-10
the first verse of BROTHERS UNDER THE SKIN,5.063873703690665e-11,4.274774277390034e-10,1.2630478505560414e-20,1.3470959073192805e-10
the first woman to cross the island of New Guinea,6.618325779908038e-11,6.521751117994316e-10,5.666252414843706e-18,2.0591843900635749e-10
the flames,0.22170272168953425,0.8097304404124479,0.0012201450756096,0.28241470135107055
the floodplain of the East Fork of the Quinault River,5.154377601024122e-34,4.8957684964141856e-33,4.711593191702751e-40,1.540307033772772e-33
the following,0.01793265763703748,0.0499241254734279,0.0006865474574627,0.018140569745075864
the former Prime Minister,4.005736040158132e-06,1.2608434332721986e-05,2.303014884399061e-07,4.219015810895634e-06
the formerly moribund team,5.847981247216475e-12,5.1381115794080455e-11,1.6943435394507194e-16,1.603285732770111e-11
the formulary,3.896951304763921e-06,3.182767227441195e-05,5.27945941220477e-10,9.929146157300839e-06
the foundation,0.1287713746555214,0.8334551644610713,0.0002362357493981,0.25532733360765825
the future,0.045040304722837404,0.260850346652024,8.630503476792298e-05,0.08474925657752808
the future concentration of American resources,1.591269214535396e-13,7.18370979566869e-13,3.284767438973161e-17,2.817560682971536e-13
the game,0.15820640387883997,0.6436692929523176,1.812399681652916e-05,0.19860643451024
the game Kingdom Hearts,7.990579792684915e-08,3.3074702971674895e-07,5.917420035449377e-12,1.0304026130486165e-07
"the gasoline, diesel, bitumen and other products",3.2145736201599986e-15,1.3218347982646564e-14,8.105399057388783e-21,5.252719576543847e-15
the genus,0.01326959047100825,0.0404097114312964,0.0001214153517674,0.01308104431067884
the global automaker,7.975182058436149e-07,3.974903412711672e-06,6.200857567862515e-10,1.5941669836158714e-06
the global financial crisis,0.00028781220352655843,0.0011999207577168,1.0857652000626866e-06,0.00047868845630197776
the golf course,0.0057003044904621976,0.048130660919553,2.613630397825578e-05,0.014946824471958336
the government,0.2785494251300652,0.5540098035800227,0.0020722931697287,0.21442517103314124
the government that so closely monitored him,5.880712709724356e-16,2.151852960885481e-15,7.717221429404123e-20,7.736626843933703e-16
the grandchildren,0.0032210071331348956,0.0122590686302506,7.180323546587819e-06,0.004091116229784362
the great ballet in the House-of-the-Moving-Walls,3.97898232984078e-26,2.619358221339694e-25,2.821770107029138e-29,8.146166432418321e-26
the great majority of cases,1.0727983353763332e-05,9.06351532892313e-05,4.0312758532903454e-08,2.8197695794423476e-05
the ground ball,0.0008350974577170888,0.0021760024324376,3.906918748437407e-05,0.00074739189934097
the group,0.0642100487326264,0.3377407402908989,0.0002586183802393,0.0995235537111898
the gunfire,0.004263003062128939,0.0212574058550807,3.238757802558447e-05,0.0064420582828364535
the gymnasium in Gotha,8.12977836385841e-10,4.6055667329274e-09,2.209869011130017e-13,1.6470965537711722e-09
the hands of any of the Lebanese,1.6631656964248322e-11,8.077637705769028e-11,3.068150546177038e-17,2.7949686851075616e-11
the hard drive which you can point iTunes at,2.5927288056745818e-23,2.403296476543638e-22,6.788228603993311e-32,7.549660038133836e-23
the heart of London's financial district,9.461487105316682e-12,9.232043969643488e-11,9.867811649232269e-16,2.911688775655137e-11
the help of a girlfriend,1.288749561101752e-08,9.881948942720665e-08,1.3007380048365309e-11,3.1470258460057256e-08
the heptathlon,2.7138199044265916e-16,9.735489607750245e-16,3.138050571706216e-18,2.925488335933508e-16
the heroes of war,3.6014826060711615e-07,1.579820990366546e-06,5.399630008811127e-10,4.968430881477279e-07
the highly successful Rocky Horror Show,2.8894987150009953e-11,1.1974382980701684e-10,2.462556272456559e-13,3.804868275011998e-11
the historic covered bridge,4.1912684148134886e-07,8.975721463539377e-07,9.090732928920697e-10,2.8703737583996945e-07
the horizontal bar event,7.822335883446592e-11,4.663060203753127e-10,3.979670675984024e-13,1.5053028306613793e-10
the host city,0.0003774974979343758,0.0034816158310979,7.798773928283246e-07,0.0010918013027687047
the hot weather,0.0004133515212535354,0.0024345737034316,9.009490840206926e-07,0.0007213108603599241
the house to the plant,4.6779554944445195e-12,4.471823468950281e-11,3.0955422163084242e-15,1.40718994348157e-11
the idea of assisting their friends in the west,6.092130558698834e-17,4.836196272131956e-16,2.9351617262127497e-20,1.5304375736137067e-16
the idea of checks and balances,2.2158810028049976e-10,2.0972093977508747e-09,6.942070982644956e-14,6.592955003761143e-10
the ideas,0.01279497845045528,0.1158051036416338,3.40231272215768e-05,0.03625459665670244
the immensely popular musical Joseph and the Amazing Technicolor Dreamcoat,2.0982367066467925e-37,7.5092475929488516e-37,2.02000287076575e-41,2.9553220327518444e-37
the impact of the spreading ash cloud,1.6808387752492127e-11,1.1665888670185508e-10,1.82459462753358e-15,3.830171692283475e-11
the incident,0.10243876431208229,0.3621570273333336,0.002326495588461,0.1272863550936532
the induction ceremony,0.00021437875665417265,0.0011265050936763,1.865332317828795e-05,0.0003276125486062773
the industry,0.025755186392330855,0.0988679410682209,0.0005739425103621,0.03249539454264119
the installation,0.09487628283102634,0.7282353201634351,0.0001577047116822,0.22555216581688667
the insulation,0.02210278191002497,0.131155279975097,0.000129728899366,0.03972067123164872
the interview's most newsworthy moment,9.39834777707383e-16,9.0555664621134e-15,4.921454423899529e-23,2.853422372655576e-15
the investigation,0.13782638646009823,0.4081027452701811,0.0005431109569719,0.14511255225549594
the investigation and detention,8.741434203892785e-07,3.437698229824216e-06,1.0154365555249933e-08,1.0075317284831002e-06
the investigation into her death,2.099203014577168e-07,1.1178652605396137e-06,2.667362435035977e-09,3.6907379502129357e-07
the invitation of the Amphilochian Argives,7.6824432480008075e-34,7.682250068960331e-33,1.3756415371569626e-41,2.429333989940931e-33
the island,0.1396746412512614,0.4163780473595047,0.0064391916060337,0.11860938834584359
the island of New Guinea Friday,1.2990816245829026e-13,1.009983414221158e-12,2.7261168610953656e-16,3.114642969826837e-13
the judge,0.031181462943592708,0.1732917481407376,8.078015388136503e-05,0.05822606412365229
the judicial process,0.0020369992891826495,0.0143519084814032,1.709279060125907e-05,0.00450842602131168
the key,0.26260753725579,0.8539941969163323,0.0035592776178323,0.30106993617587285
the kind of political system a country chooses,4.713164862202117e-13,3.5874492412155935e-12,1.4145820684802841e-16,1.105449869132659e-12
the landing spot,1.4345790597715762e-05,5.824431373021227e-05,1.3365021920206836e-08,2.0221624799662384e-05
the larger states,3.307762481136779e-05,0.0001274564610875,2.460276212401054e-11,5.0118170086595236e-05
the largest professional wrestling promotion in the world,2.0558104042430742e-07,2.0402899358075428e-06,1.153552367664426e-12,6.446539380785755e-07
the last four matches of the seven-match ODI series,1.8101109194525115e-16,1.1293348837470229e-15,2.4856135476509456e-24,3.564909771906796e-16
the last games of the second and third sets,1.8008606480228534e-12,1.7676308604177584e-11,1.517217645833046e-21,5.578666963772946e-12
the last two years,0.0005058158864616545,0.0030504490421788,3.376630132724575e-07,0.0009259201360015148
the latest round of confrontation,5.6090364270455775e-11,1.4608193191971722e-10,1.2894887113797637e-12,6.272134935082078e-11
the latest setbacks,5.862727173103309e-09,1.9540113952838517e-08,1.727018533586225e-11,6.164240184333161e-09
the latest therapies,5.119303740145537e-12,3.4128799703402676e-11,1.4553554879771463e-14,1.0879259813578846e-11
the latest version of the bill,8.048603619771763e-08,7.6064412434836e-07,2.147018021428766e-14,2.393165355341365e-07
the latter,0.168093912222352,0.9571941303847992,8.596235602715326e-05,0.3453223675015707
the latter country,0.027527052280680565,0.226973780872466,5.823717611757622e-06,0.07025698616409265
the lead,4.7603203207754346e-05,0.0001966759973568,5.777523543285814e-07,6.247976643311448e-05
the left,0.11051121279575256,0.313783440763526,0.0032284431469352,0.1345567196680078
the legislature,0.06080423987888115,0.3904941072411958,0.0009446787697946,0.11801261440085759
the length of a paperclip,8.1594945463436e-17,5.665257363995432e-16,4.1882025517064423e-20,1.8331340779776328e-16
the likes of Peres,6.1784129477100965e-12,2.8697912002614064e-11,1.3663147635760206e-13,8.572326513269297e-12
the line,0.015675246150519028,0.0478042295258149,0.0005457539755666,0.018299570759776132
the lion,0.027132803857742215,0.0781798665131439,7.801105925697022e-05,0.03482689997142446
the litigation,0.003131986273015635,0.0117521853163582,9.731232744575152e-05,0.003929816441640863
the liver,0.007049539727878862,0.0561694670997261,6.7858350503155e-06,0.017338096310899723
the lobby,0.20989300575999165,0.621633113561014,0.0120480161425147,0.21410791595265635
the loss of only three games,6.055396423456586e-10,5.8886391363515106e-09,1.480237920473315e-14,1.856526599048673e-09
the lower house,0.10127040343200562,0.9121587983634312,5.778242588745319e-07,0.28563535850109123
the lyrics of the title track,6.17848396484037e-06,5.546877636888959e-05,1.1544235671985134e-09,1.736362947894733e-05
the main-stream Hinduism,1.1883960352349318e-11,3.829159698546404e-11,2.124293136208277e-14,1.410202256744808e-11
the mainstream press,1.0632118539922872e-05,5.5677506304304535e-05,8.093453211164418e-08,1.7470373679031085e-05
the majors,0.0011413639144203494,0.0085178742449145,3.0353734861540436e-05,0.0026225547821746814
the mall-and,1.2088308378631975e-09,6.9260959836633494e-09,1.106857267649544e-11,2.1437407025222243e-09
the market,0.03112784344767468,0.199943788289616,7.216401396769288e-05,0.06557474334764733
the market's collapse,5.495202712719816e-07,5.306482486207571e-06,4.947151853650153e-10,1.671525855394928e-06
the masala,1.0668753846299046e-05,3.96191945539535e-05,3.446772715870243e-07,1.3635180355892351e-05
the master of the Roman world,1.8150284486088185e-08,7.830702753977208e-08,3.7034765799480505e-10,2.5858410558388955e-08
the match,0.05457278929403024,0.2102304958253498,0.0006800011999044,0.07829994660016763
the material,0.00944970240407576,0.0435961563880877,7.494085337659011e-07,0.01667328384561431
the mayor,0.07243488251031524,0.299260009509295,6.318972956435094e-06,0.09448433582486225
the measure,0.0008101770811436501,0.0034532458743802,6.510408502407564e-07,0.0012231255922083258
the media,0.0463973478047361,0.3987955238428924,0.000337455605999,0.12421186641589825
the mellow drama,6.147689818735378e-08,5.627548113965117e-07,9.991903387998976e-12,1.7628137985218507e-07
the memorials and prayer services of the past,4.921034033114478e-18,4.116380128343655e-17,1.4340762758637057e-22,1.2807502365913346e-17
the ministers,0.02740992640576213,0.1127367453979752,2.1865552988616088e-05,0.03422026699515645
the ministry,0.19215992768127366,0.9202428416559948,0.0016188459369962,0.3181573809393481
the missile shield effort,1.3611396143257731e-09,7.0315595156111075e-09,3.510138305443428e-12,2.1932511935405698e-09
the modern naphthalene formula of two benzene rings sharing two carbon atoms,3.0236796139283325e-43,1.4944469255529962e-42,3.6634133905876005e-47,5.395549360869381e-43
the money,0.10068885290663379,0.8126055305876356,2.169940131707942e-06,0.25311138083375245
the month of December,4.6911287737418634e-05,0.000208812840394,3.578635446198663e-06,6.111183542846364e-05
"the moral hypocrisy at the heart of ""Settle the Score",2.6867407224670755e-41,1.5240933900543227e-40,3.9843911788595393e-44,4.875270588160903e-41
the morning,0.08888314994535391,0.4168617958693943,0.0004153500786255,0.13694209876063038
the mosque,0.2099817711265942,0.7793791410792039,0.0013506792453086,0.2913493125920367
the most lightweight suits which can fit into any trend,2.608709373128982e-24,1.5798187558997572e-23,1.2802890879549192e-28,5.1020607889219514e-24
the most likely target of a nuclear missile strike,2.4823216490899365e-11,2.41852216127765e-10,5.4410738620535626e-17,7.626593967057445e-11
the mother,0.15501608889585794,0.453330920060818,0.0007118961083569,0.17681350072542534
the motoring section on actions,1.8308139325203265e-15,1.7633841882804564e-14,8.102164029687657e-20,5.554592058009463e-15
the name of the stimulant,7.95467549294438e-21,5.86578270449132e-20,5.096905462864606e-25,1.8265341327635504e-20
the nation's revival,1.0562932201336865e-10,4.5837239318018415e-10,1.4430249432300922e-12,1.6149676574187048e-10
the national power grid on Friday,1.0895321904619168e-10,9.71468312521875e-10,4.117681674024383e-15,3.049683467765117e-10
the nearby village of Livenka,2.4664334835528167e-11,1.330350168588319e-10,3.4900876400676846e-16,4.714387121130404e-11
the negotiating table,0.0010327587056667958,0.0032664658504649,6.684026706345806e-05,0.0011798725184219024
the negotiations,0.0464787353928577,0.1588177299278603,9.187402035412075e-05,0.05577977622615259
the negotiations with serious intent,5.439431812344911e-12,3.7214974151634784e-11,9.439153926844432e-17,1.2111444656790028e-11
the neighboring Bedouin tribes,1.3041093505058444e-10,9.954533222231528e-10,1.2026642533741254e-14,3.0656195297832705e-10
the neighbouring town of Lannion,4.015598362447099e-16,2.9371446520181044e-15,4.946443474232525e-19,9.060438379699538e-16
"the new executive producer, John Yorke",3.8279237500763913e-10,1.474140454207852e-09,2.788700252953169e-13,5.834966307338232e-10
the new vocalist in Azores,2.974773765756139e-13,2.3801796495970312e-12,7.098457739887999e-17,7.405951160904648e-13
the newly released papers,1.4086253272992734e-07,1.1299604553811564e-06,3.363773333892394e-11,3.5355876431236517e-07
the next two days,0.001992354574310025,0.0134463793358482,8.590798208396321e-07,0.004171208919323482
