Entity,average_probability,high_probability,low_probability,std_dev_probability
terms of its ranking within Latin America,3.014909087886863e-17,1.1341945405628972e-16,1.6235004257253592e-18,3.2542858879657774e-17
terms of its righteousness,5.506561289294698e-14,3.063323378474936e-13,3.246811700219372e-17,1.0081631608618812e-13
texturing agents,1.2445390678732368e-06,1.0318418129195074e-05,2.699222843952534e-09,3.2139615633654474e-06
that distributor,2.053233867075672e-09,5.942646726302564e-09,7.903739120768196e-11,1.805347667649073e-09
that epoch,3.2238276160726086e-08,2.1272606490961533e-07,1.460532592457948e-09,6.483251445350323e-08
that group,4.7040005855268045e-07,1.5861133911911524e-06,3.92348834155849e-09,6.188653051120262e-07
that of the United States' FBI,1.190633688329595e-10,8.813333737504779e-10,1.544052672169744e-14,2.784388462340448e-10
that person,6.446159334332298e-06,2.679080067999589e-05,1.2607777250571445e-08,8.191365987718001e-06
that time,5.235337034114411e-06,4.8556761958499714e-05,8.147682625385534e-09,1.5226589480326942e-05
that work,3.355565930728249e-06,3.2864577414164296e-05,1.0869660069062436e-08,1.0368686453411744e-05
the AHL's Binghamton Senators,4.473092597279844e-09,2.0427721615668204e-08,1.397070252840786e-13,7.336426524032605e-09
the APPD,2.0274447534944979e-10,7.727403568304721e-10,9.524217154936452e-12,2.5965571505780555e-10
the Advancement of Science and the Franklin Institute,3.433668524857424e-14,3.121501051694056e-13,4.6829010614871094e-18,9.78228238586733e-14
the Afghan people,1.946373585117453e-06,7.833105796481196e-06,8.194579598290064e-10,3.0359677468968558e-06
"the Al Merreikh Stadium, Omdurman (Sudan)",3.0551718889486187e-13,3.055171826442918e-12,5.277035714152412e-28,9.661301592774002e-13
the Algonquian peoples,5.222188601797487e-07,4.776127274152343e-06,1.4443824254868851e-11,1.496512435049096e-06
the Amazon River basin,1.4348964062406615e-05,9.363333162417256e-05,5.006631179302236e-09,2.847253333950869e-05
the American Revolutionary War,0.004603713205343295,0.0320698266563483,8.950858635655732e-07,0.01020161069248385
the Amiga,4.4029378464621175e-06,3.295189923028891e-05,1.2260335401302251e-09,1.0178434315389874e-05
the Antarctic,0.0006478276760990023,0.0033077602899302,2.844803099391732e-06,0.0010211044247515507
the April report,1.388880261396602e-09,5.733179528263009e-09,8.217986596257242e-14,2.177533926008841e-09
the Archbishop of Dublin,3.088156500499342e-05,0.0001558451475319,4.664114864493183e-09,5.8135668188336386e-05
the Army,0.00017447041034102806,0.0008176321616982,3.38772935147536e-06,0.00026362909330473783
the Army of the Potomac,0.00030660807043442694,0.0013732588589311,9.414100156753329e-06,0.00043276399413176217
the Autobianchi badge,7.951198211228607e-11,4.1912984445872114e-10,1.6471033701948794e-16,1.4407800597972015e-10
the BP-leased Deepwater Horizon rig,3.0022451954500785e-10,2.0099226184236573e-09,8.58902475249227e-18,6.699557517790026e-10
the Bangladeshis,1.6574798789900313e-08,4.555826864655026e-08,3.7117685519042985e-11,1.55013411245885e-08
the Baton Rouge police chief and the serial murder task force,8.995623538869866e-23,6.597711876648944e-22,1.3069060366106772e-25,2.0194998710375623e-22
the Black Sea coast,7.613837942789563e-05,0.0005669566655945,5.5267426817559766e-11,0.00018290612434131558
the Brazilian team,4.354132608882608e-06,4.333385130629628e-05,2.062358693489944e-12,1.3696135931108162e-05
the Burmese military,4.3964708600675865e-05,0.000209435015088,2.888590863393691e-07,6.737102268445199e-05
the CBBC show Trapped,2.3497695294152958e-17,1.2264321094778216e-16,1.3174032812462484e-20,3.866961020502517e-17
the CCP's current control on news,1.6555464242735956e-14,1.6216783080564317e-13,1.936703216629567e-19,5.116592369149949e-14
the CEOs of companies,3.1170953106719014e-08,9.691461887844509e-08,2.34847851435134e-09,3.651767840322905e-08
the Caliph and Henry Ainley,3.478211452390529e-21,1.9247925279384846e-20,3.587417446778279e-25,6.742089138359921e-21
the Canadian tournament,3.2336511162459794e-08,2.682980171957489e-07,2.905482571429256e-12,8.360353730106645e-08
the Carpenter government,1.3705166145151008e-11,1.2271357010849034e-10,2.611024391610509e-16,3.840161148785667e-11
the Chairman of the Executive Committee of the Riga City Soviet,9.376423618916812e-12,8.876978688188967e-11,2.711667742083602e-20,2.791816882576601e-11
the Chesnels' story,1.296530972681112e-18,6.015881330204559e-18,4.469189796782778e-21,2.3918715251537197e-18
the Chicago Bulls,0.003012802270976935,0.0133468808282025,1.582264593502112e-06,0.004536348071247581
the Chrysler Corporation,1.5971988814318112e-05,3.719068981904283e-05,2.155223944218989e-09,1.380624104146486e-05
the City Council,0.00010634936518483793,0.0006247747097932,1.0202046948643112e-06,0.00018725213697075657
the City Government,5.603981302920691e-06,2.365062248002677e-05,9.26094334907838e-08,8.030299689677621e-06
the Cleveland Browns,0.00024266129346579702,0.0013392875893059,3.8124030020335124e-07,0.0004133942604788259
the Cleveland suburb of Kirtland,7.060808976449957e-11,6.832914137168336e-10,1.6802483618098752e-16,2.153716481123846e-10
the Clinton administration,7.520748258021552e-05,0.0005790507410484,1.061784861879464e-06,0.0001802094149031413
the Colorado ranch,1.8861677070204365e-09,9.162603536216538e-09,1.3750040295696572e-11,3.046868018699701e-09
the Communist Party and most Han cadres,8.1747713615254385e-19,5.675262806155448e-18,5.3799921792847775e-24,1.7899729258017476e-18
the Consortium,2.4709626269714414e-07,1.7982855577548904e-06,5.3065283003855614e-09,5.487959818653739e-07
the Constitution,0.009826849232428991,0.0351439017661308,2.6635854216807645e-05,0.011321436163410336
the Contras,0.001947949849441148,0.0132258498293735,2.6439627569011413e-08,0.004111579358687126
"the Cook County Bar Association, the Justice Coalition of Chicago and others",9.399279487270382e-20,5.832255119507477e-19,3.039575474941264e-24,1.7984253865477116e-19
"the Crib ""is the second single by American",1.793121961392826e-21,1.7536860423862538e-20,4.1022997080304735e-28,5.532854004099585e-21
the Decorated Period,5.27279513948253e-08,4.531022689711631e-07,1.3404078499119193e-12,1.4193806832137626e-07
the Democratic convention,3.3605598130739804e-07,2.1597414597081877e-06,6.828053666196087e-11,7.220149625539979e-07
the Detroit Red Wings,0.001224878786634621,0.0047701680692017,4.868840904076967e-06,0.0015324266001152014
the Doha negotiations,1.7590359498168024e-08,1.0741845964835381e-07,5.449281482444837e-10,3.3233702037026764e-08
the Dragon Queen of Waste Paper,1.2398229965131857e-08,1.211392190503165e-07,2.4530214402315703e-20,3.8215484190605234e-08
"the Egyptian side, the exits often disguised by homes",5.798268548535245e-31,3.680006883527808e-30,1.1854514855647462e-34,1.1135025051375495e-30
the Emirates Stadium,0.0011296092099600092,0.0060546379285878,3.739983807888896e-09,0.0020160843696161767
"the English Foreign Minister, Mr. Balfour",3.5255494185306595e-16,2.750378249070979e-15,7.502859596033236e-20,8.694407637388593e-16
the English Parliament,0.0004491415780583899,0.0042051756820499,1.7247944143647308e-10,0.0013207774398053583
the English language,4.9206858678289466e-05,0.0001798580078113,6.514944985815031e-07,6.713177133145443e-05
the Erics Crossing between the Gaza Strip and Israel,1.1791810985671654e-19,1.0857274618612145e-18,1.668897920539029e-25,3.403250955857866e-19
the European Commission,0.002030184400279196,0.0078589748935405,1.1809278805910796e-06,0.0031590002168671457
"the European Parliament, in which UKIP increased their representation from three to twelve seats",5.115374699908804e-20,2.6416671636990504e-19,2.663619400618879e-26,9.42998788395404e-20
"the European Quarter of Strasbourg, France",1.0694932974655439e-12,4.548171073845568e-12,7.106193111496807e-16,1.4420803589856459e-12
the FA Cup,0.005233718077175311,0.0287303547933103,2.171150841732205e-09,0.009122181906331113
the Farnworth county constituency,1.0052624971781243e-14,8.210219261936786e-14,1.340960901300313e-18,2.545250492358817e-14
the Fifteenth Air Force,7.19750610244647e-07,4.3519000133074905e-06,1.489043235665586e-09,1.458061462386116e-06
the Gandhi memorial,6.191634321766517e-07,2.9482524670537805e-06,1.362906057557877e-11,1.055997190942953e-06
the German author,1.2565990621448391e-07,8.987828195269259e-07,4.2705868536355535e-10,2.800802010546628e-07
"the German, Italian, Japanese, and Portuguese communities",2.4163535064811687e-13,2.376932930617253e-12,7.405186470618414e-20,7.50351757857573e-13
the Greens,0.0012167475687221547,0.0115396693292524,8.375028112111673e-08,0.0036290581656622614
the Guantanamo Bay detention camp,5.566954357203302e-07,3.0351877640539707e-06,1.8480333651149387e-09,9.689627626359828e-07
the Gulf waters,5.402451385234944e-08,5.180169213681283e-07,7.491688758403065e-12,1.6308129871985963e-07
the High Renaissance prevailed-Thomas Gainsborough,1.1257616018987969e-23,8.680061241373197e-23,9.658524163444823e-27,2.681053175710936e-23
the Hon Barry Jones AO MP of the Australian Labor Party,6.940998119354042e-17,3.105426469924417e-16,4.621421139034618e-22,1.089999914126317e-16
the House of Lords,0.0003395863693198236,0.0026112765720804,7.674529595631293e-08,0.000809435640573493
"the Huemul, Cougar, Andean Mountain Cat, Camelids and, for birds, the Partridge",1.1556494840411584e-36,8.395805471496687e-36,8.478944554746732e-42,2.6785695309814124e-36
the Hungarians,2.182366396099467e-05,0.0002058059937523,7.006452609529486e-08,6.467433625015532e-05
the Ilmor Chevrolet program,2.3376711004947353e-10,2.3313767128073127e-09,2.0104353652798252e-17,7.370267827022305e-10
the Indian Ocean from Reunion,3.159088699510793e-11,2.427229816894e-10,3.7939496991576117e-16,7.743669225133699e-11
the International Olympic Committee,0.01225304839022729,0.0350225592743806,3.8588486528093126e-05,0.011643369237619517
the International Rules series in Ireland,7.186266763397869e-11,3.2222476242066197e-10,2.5795382143710675e-19,1.2485963959839685e-10
the Inti Raymi,0.0014482466178870005,0.0055262192616315,1.0732186162991147e-09,0.0019145714458309545
the Iraqi authorities,9.17429910253008e-09,3.591039320769763e-08,1.272688118579627e-10,1.287143220983973e-08
the Iraqi grid,1.744468607863963e-08,1.724187028883131e-07,5.777399377813238e-14,5.445501454067831e-08
the Irish government,2.2388082795637943e-05,0.0002217315326805,1.837731836124423e-09,7.00423301629289e-05
the Islamic Court Union,2.55297054270933e-11,1.468929441720434e-10,1.6481219315424499e-13,4.5540099464195004e-11
"the Israeli military, and not the Lebanese",1.4877226099838835e-15,8.485958915152397e-15,7.294595698260158e-18,2.5816177011959876e-15
the Israeli national football team,2.2971215844753227e-07,1.0429268859792351e-06,4.7641312928061225e-11,3.19973857231154e-07
the Italian government,2.7393200504959004e-05,0.0002166335388264,3.7350328606552696e-08,6.756904757418301e-05
the Italian region of Lombardy,1.0963278495649912e-05,0.0001077079478545,1.4051559760652283e-11,3.399521366703132e-05
the Jacobite Syriac Orthodox church,3.872719097898519e-09,3.621955175131731e-08,2.2369017114440013e-19,1.139012951336584e-08
the Jain scholar Shrimad Rajchandra,2.416788633378869e-14,2.346981402379609e-13,1.7486974119631633e-18,7.397736789777848e-14
the Japanese Ministry of Education,1.9322372547798064e-05,0.000192342994438,5.189853819604869e-11,6.079352381544047e-05
the Japanese automaker,1.003958656573062e-06,5.828213416115232e-06,6.887763704595593e-09,1.8939583355384903e-06
the Khmer Rouge,0.0031258173793056315,0.0109348482575426,2.9972566810611875e-06,0.00431526429153697
the Kingdom Holding Company,1.0986469136853839e-07,1.0752778657960375e-06,1.5446557335962894e-13,3.3926791854999947e-07
the Leinster winners,6.8615509162269835e-12,6.520331537160501e-11,1.6230889687665985e-17,2.052582542375928e-11
"the Lengyel horizon to the south, and the Rossen culture to the west",1.0053168262301303e-27,9.88043508770643e-27,1.2811070772773895e-32,3.1185724033106516e-27
the London and South Western Railway,0.00021166840571788657,0.0009665724284645,2.9362345279381353e-09,0.00033480849086421166
the MCC name,4.0832238530372745e-10,1.9738244296736274e-09,2.8563986580538046e-14,6.817770042594224e-10
the Ma administration's China policy,9.500786999085096e-14,6.390268765015407e-13,1.232999318574715e-18,2.1033906752446806e-13
the Massachusetts Senate race,8.640647125914714e-08,6.125943580827031e-07,3.390822816790736e-11,1.937484535340275e-07
"the Merthyr, Tredegar and Abergavenny Railway",3.841856300712973e-09,3.841548765128231e-08,2.7997252997166476e-20,1.2147935798910236e-08
the Michael Jackson trial in California,6.565018347939319e-12,5.2152090958255336e-11,1.2015202264428138e-14,1.623804034476888e-11
the Middle East,0.00044773923509655036,0.0017264284213381,1.308225412515209e-07,0.0006326843319777504
the Mine Ban Treaty's provisions,2.4348844510143562e-09,6.4172420499776875e-09,1.891931939698646e-12,2.261736669027936e-09
the Ministry of Telecommunications,3.471728130579582e-07,1.8307897382509805e-06,5.529014407475569e-09,5.601299547171152e-07
the NBA record,0.0005707616602210123,0.001224743711851,5.8700168726980606e-05,0.0004211101723812192
the NPA presence,9.318726037738026e-14,4.737546114439929e-13,3.2749379550081845e-14,1.3431300301942732e-13
the National Assembly of Bulgaria,1.2611234145589915e-05,5.9758629143654965e-05,8.343568293101037e-10,2.217056471195745e-05
the National Hockey League (NHL),6.0925252803881904e-05,0.0005165735545527,9.256084132649165e-08,0.00016138071496248616
the National Memorial Cemetery of the Pacific,5.688768738609233e-05,0.0002102366338723,2.3347031904140693e-08,7.727825325828677e-05
the Nazis,0.0020237347504063995,0.0134934133841293,1.3612749854705976e-05,0.004149911126900666
the Netherlands,0.0067775928234744594,0.0348893753293255,3.308586696656882e-05,0.011079406476671022
the New York Central,1.875485144453302e-05,5.25420190665794e-05,2.173679717788674e-06,1.6792728495765036e-05
the New York Times and the Washington Post,0.00031158883110301135,0.0030362033207402,1.358488486791415e-10,0.000957653362874759
the Nittany Lions,0.0005372695860755277,0.0034314626084266,7.793111921354313e-09,0.0011817640377498064
the North Koreans,5.483112947226805e-05,0.0005037113893257,9.590707540064469e-08,0.00015786401507320017
"the Norwegian parliament, Stortinget",2.9597282127049847e-06,2.1167269803622548e-05,6.476893510336662e-14,6.603292600819906e-06
the Nyquist frequency,0.00017882580838553353,0.0006479807720782,1.0722521823313316e-08,0.0002176018524489178
the OPEC oil producers' cartel,1.1500201212971104e-09,5.541467859494018e-09,1.893697730391844e-12,1.6041511335860926e-09
the Opole Voivodship in Silesia,1.1259360418241542e-12,8.750215391883733e-12,9.111846228117817e-19,2.7913750403910872e-12
"the Ottoman Empire, which it itself controlled most of the areas important to the early period of the Baha' i Faith",2.696919466539269e-35,1.3442937244266979e-34,3.525366158646414e-45,4.40361570506397e-35
the Palatine Hill,0.00017564086311303655,0.0011026869857751,3.157615369475564e-07,0.0003339974706814223
the Palmach's First Battalion in Operation Yiftach,9.261809550765001e-19,5.3498310230299946e-18,8.783617279326731e-21,1.6248054626204737e-18
the Panama Canal,0.006859608803668068,0.0304718137096838,1.545014083737877e-06,0.010972956489728807
the Panamanian capital,7.335176430623356e-07,4.640947405752027e-06,4.361223361302616e-12,1.508016888460502e-06
the Pearl Harbor attack,8.35313897873387e-05,0.0002844227116503,4.96114650347804e-07,9.815622900044887e-05
the Pernambuco state,4.5461012467116735e-07,1.842036977239692e-06,1.607215505813127e-11,6.889530034751509e-07
the Peruvian effort,5.46106899605131e-08,5.397746276859419e-07,2.6154513585857257e-14,1.7047859507796204e-07
the Pet Shop Boys,7.445522557096876e-05,0.0005483598550251,1.5998279951192106e-07,0.00016980565314914597
the Philadelphia Growl,5.969461639118633e-12,5.887426758737626e-11,3.41711359308253e-17,1.8589980369784064e-11
the Philippines,0.0027728623537462836,0.0210972650667876,2.079407512870662e-05,0.00649610206348962
the Pittsburgh Sobor,1.7188442056831063e-13,1.0427232355229552e-12,2.2301390329532383e-16,3.419544988786694e-13
the Polish peasant,1.413409396089758e-08,8.025351145203709e-08,8.813693482877443e-11,2.826950992602549e-08
the Port of Olympia region,8.017563151957811e-11,7.916330471362847e-10,1.357136177295412e-14,2.499878891785838e-10
the Presidency of the United States,1.4290687207936564e-06,6.760582100430063e-06,9.926882291940856e-09,2.180617321094885e-06
the President,0.001574896560342495,0.0043789316960438,7.448227065494795e-05,0.0014242093286865236
the President of Poland and the Prime Minister of Poland,2.8954767015625915e-09,1.2817424588546877e-08,2.0802728230076624e-12,4.065761003169589e-09
the Prime Minister,0.0014482002162081865,0.0104709682159958,2.5152749286266413e-06,0.00337475933739019
the Quebec issue,4.040967387081941e-08,1.5349537587018492e-07,8.198456497075155e-14,5.820620672443564e-08
the Queen of England,0.00017991524480170988,0.0005750525126044,1.8037446230172923e-08,0.0001994254042543343
the Quonset huts and other building,6.976177723055387e-16,3.5513460170073737e-15,1.2552810129785942e-18,1.3072897071257185e-15
the Rafida,8.425567304716041e-10,8.338204617179961e-09,6.096625128872051e-14,2.633740708483583e-09
the Republican political leader Grand Pensionary Johan de Witt,3.301745320079775e-22,2.9778155621825226e-21,3.173600249692075e-27,9.317108179709365e-22
"the Repulse Bay, where all deities gather",1.6360427646613062e-25,1.6018962314145951e-24,4.594964929332327e-31,5.054317653339911e-25
the Richard Rodgers/Stephen Sondheim,3.131281363638636e-10,1.371934640429638e-09,7.762958328562038e-13,4.721688662729114e-10
the Rio Chama in the U.S. state of New Mexico,1.2089617545248303e-10,1.2088958139343646e-09,3.5483266890668854e-19,3.822841062068745e-10
the Rocky Mountains,0.0004109673040378287,0.0008463972793878,2.32818538924827e-06,0.00033180063026071497
the Royal Engineers,0.00013116396298584694,0.0012771560573604,1.6172253579974534e-10,0.0004027034988115375
the Saracens team,1.464252739285235e-09,1.4627766938897709e-08,9.893814846730797e-14,4.625187763561873e-09
the Scottish Claymores,1.759003668995999e-10,1.3018414896317211e-09,2.3948160375894044e-15,4.205175858137214e-10
the Scottish Government,0.0030710148239860464,0.0292758591984465,6.167283575514874e-09,0.009218390356793057
the Second Boer War,0.0031624865350838305,0.0174729724598533,3.714846024334221e-07,0.005596287298014971
the Second Temple period,2.224470936900386e-05,5.0187587672417415e-05,9.523775812782355e-10,2.0850686138102466e-05
the Second World War,0.0007086812532599804,0.0065787677083232,2.244060677275378e-06,0.002064491732497576
the Senate,0.0033693584349166112,0.017008428967089,7.360298806891041e-05,0.005313502488230603
the Senate on Friday,2.0453399486362016e-08,7.80522370024118e-08,1.823692182293016e-10,2.9949363455554236e-08
the Seychelles,0.0007579910466829936,0.0074931043377101,4.275998389564229e-07,0.002366527534131061
the Shanghai property market,7.03478891907725e-09,6.809205468530214e-08,2.6628080929994435e-11,2.1454934956396744e-08
the Shire of Northern Grampians,1.2618594574183556e-08,1.2605072470391016e-07,1.4056641313123052e-17,3.9856010504647784e-08
the Shri Swaminarayan Mandir,3.3301988540227e-06,2.324806594777492e-05,9.233602860638354e-11,7.2688762511793325e-06
the Siberian border where he had been jailed,1.051101201489194e-15,4.874628915655578e-15,2.7395794087602877e-18,1.6310499884593524e-15
"the Social Democratic Party, whose leader, Vaino Tanner, was a strong proponent of the parliamentary system",4.822289168032683e-21,4.822210639873212e-20,9.651789128902736e-33,1.524914138752775e-20
the South Asian Association,1.2872311810107727e-05,0.0001254190970829,4.907187199745627e-10,3.954874186926956e-05
the Southeastern United States,4.2338089534602385e-06,2.117929833332314e-05,6.00702776896631e-10,6.464626318654256e-06
the Spaniards of treason,2.9119226575016106e-14,9.677125224860439e-14,5.354373283994962e-17,3.7088487482954774e-14
the Spanish,0.0012453911674267543,0.0057929988539631,6.649197110449772e-06,0.0021906614444821585
the Spanish association for the conservation of European bison,9.860892280065574e-14,9.613408942784405e-13,2.5963171233826506e-22,3.0318467732277097e-13
the Sri Sampradaya Vaishnavas,8.52918384987101e-14,6.21352552421498e-13,3.069372120361716e-16,1.9071099199201312e-13
the St. Patrick's Day celebrations,9.63528622234609e-07,4.402230224935942e-06,2.9079978715231273e-10,1.600200256156272e-06
the Standard,7.460009338707371e-07,3.0786428440654143e-06,9.292584814600663e-08,9.300109764376651e-07
the Streets,3.5827171279980475e-06,1.4745213860215271e-05,2.434863261784699e-07,4.614873891200866e-06
the Sundance Film Festival,0.0015716728161415544,0.0048685655597091,1.2179607573783816e-06,0.0017135423395682422
the Swiss Alps,0.00015003351522943124,0.0005840508321272,1.0952784915722975e-06,0.00019095789285686164
"the Tenth Amendment, not the Second Amendment",3.840059010859103e-09,2.0920549304742557e-08,7.808973255880151e-15,8.111080153371144e-09
the Tenth Doctor,9.176391481865106e-05,0.0006120532153795,1.7327811214259572e-08,0.00019932623667205378
the Test series,6.632516440191648e-06,2.6905990054501697e-05,3.483496595236476e-12,9.888817528638295e-06
the Thatcher government,6.566164795612992e-05,0.0003318839810294,2.069833173116853e-07,0.00011258543901304912
the Turkish support,2.3010363724658658e-10,1.960134268685702e-09,7.977028933580562e-14,6.132209945276277e-10
the U.S.,3.7870541256976096e-05,0.0001228371892716,6.025517450640487e-08,3.544735670732009e-05
the U.S. diplomats,7.186339604683549e-07,2.875611197337817e-06,2.378622171492612e-09,1.0882011607176855e-06
the UEFA,0.0021120063385210355,0.0058125210325816,2.3410451087426385e-07,0.0020650279102422185
the US,7.394191783128349e-05,0.0004777409369534,1.6296882629011065e-07,0.000145374117035917
the US suggesting lifting the weapons embargo to Bosnia-Herzegovina,9.648580159213121e-26,4.351857363106589e-25,5.102317775524328e-27,1.3320159353735899e-25
the USA and mainland China,9.038484618519596e-12,4.919171738133903e-11,1.2631884021321519e-16,1.568236721815135e-11
the USAC Championship Car series,3.578944331920204e-11,1.8570014275703955e-10,6.6105297702385206e-15,6.256699156046661e-11
the United States,0.001902237323488665,0.006925912185761,6.276601961694784e-05,0.0021241787880251083
the United States President Gerald Ford and French president Giscard d'Estaing,1.4326516778726396e-14,1.296953230401918e-13,3.3311844806541762e-21,4.07413713559604e-14
the United States Senate,7.90506070371221e-05,0.0003704890443622,1.3416592049336675e-06,0.00011060564490529754
the University of Maryland,9.64590026030384e-06,4.1984031122903445e-05,6.020368341093638e-08,1.4251176540284884e-05
the University of Massachusetts and MIT,5.027698301574834e-10,3.4648745256312542e-09,1.4447516173123164e-11,1.0531968566653979e-09
"the University of Tasmania, Australia",4.976460508944566e-08,3.83778135812499e-07,2.3399048781145463e-10,1.2072097425189844e-07
the Victoria Aces,8.79900291518624e-10,3.75439823509181e-09,1.5295830660759823e-14,1.4565932724854576e-09
the Vienna Staatsoper soon after her arrival there,1.4557189681785824e-18,1.400851839140663e-17,4.437689083846132e-22,4.411342271524238e-18
the War of the Fourth Coalition,0.0001730158124982592,0.0008030056520288,4.6116000260091894e-07,0.00027293154865538254
"the Welsh team's new import, Indian captain Sourav Ganguly",3.8108357770407574e-29,3.3941119644240987e-28,1.6219807069700728e-32,1.060353231289976e-28
the West,8.713711367148353e-06,7.950473259432309e-05,5.8044983476668995e-08,2.488248521884082e-05
the White house and the Nixon campaign,5.3514832896756884e-08,5.339738019492876e-07,8.090333779338186e-14,1.6881645470509434e-07
the Wikipedia page,2.805345154893415e-07,1.0637012536183909e-06,7.67726860083885e-09,3.5401654410112287e-07
the Wildcat formation,9.844896142804097e-13,7.097861769836661e-12,3.1380644865324368e-15,2.177168257386062e-12
the above picture,1.5530597207691647e-09,1.081877594574012e-08,2.4854400250742387e-11,3.3360056804934907e-09
the accord,9.79430478737804e-07,5.914294778549265e-06,1.7931508320291842e-09,1.7838214471923666e-06
the achievements,1.2628079816636299e-05,0.0001004475911536,3.5370007195080433e-08,3.155746659710398e-05
"the actress selected by Victor Hugo to create the part of Guanhumara in Burgraves at the Comedie-Francaise, where she remained ten years",7.399506213214966e-57,7.399503468808906e-56,1.9587492889605572e-67,2.3399283551467237e-56
the actual bands and the fact,1.2340165315439046e-15,9.219843149221292e-15,6.480797723340673e-19,2.8672356844467813e-15
the actual figure,1.5647656660752265e-06,1.4315132357981838e-05,5.463444154324011e-10,4.483078411742547e-06
the adjacent line,6.974496877092877e-09,3.7852979629434344e-08,5.1076792494017177e-11,1.2482343292423379e-08
the administration,0.00012122022034660679,0.0004675315797507,1.0594088786207174e-05,0.00014417626208817848
the adult form of the character from Jonny Quest,1.077166646897618e-17,1.0677170678884018e-16,2.005487164826844e-22,3.3731366685443284e-17
the advanced economies,3.257606767766719e-08,2.37349091742195e-07,4.15453727888934e-12,7.311430781139049e-08
"the advocacy of owning the system or means of production, rather than being an employee of someone else",1.5079481537702938e-25,8.880559194831211e-25,1.8006961849285294e-30,2.87145708279717e-25
the agency,5.4193551632262555e-06,1.9874996229239317e-05,1.1132293551049913e-07,7.759933517633305e-06
the agency's latest report on Iran,9.445134860229374e-14,6.421088227971624e-13,6.334080004714121e-17,2.117912869068746e-13
the airport,0.00156431363825591,0.0063172738460827,2.59471057700759e-07,0.0018502974210908587
the airport control tower,4.4537227129260565e-06,1.4909951677590935e-05,3.699765557407592e-09,5.5261188156991525e-06
the all-time closed-course speed record,3.62315896434721e-12,1.8342868743548432e-11,6.2383329596265856e-15,5.925374387032642e-12
the alleged racial inequality of death sentencing,2.206108771019603e-19,1.877844230192777e-18,1.7244857098652558e-22,5.838714381394172e-19
the amended certifications,1.93968815245515e-11,1.2169298486285038e-10,8.088055321871912e-14,3.98259196742995e-11
the amount it spends buying technology elsewhere,2.909564183638262e-20,1.4819683020102738e-19,2.837560455934188e-23,4.830541224875855e-20
the appointment of a bipartisan committee,2.0919894386538073e-09,1.3373381719239205e-08,1.1682111615751636e-12,4.43611955813848e-09
the approval of the China Insurance Regulatory Commission,5.580991699997712e-06,3.573084205127385e-05,8.046308397216419e-13,1.1579930022091655e-05
the area,7.800156762284536e-05,0.0002401787616753,1.1150792631510692e-05,7.407000192920113e-05
the army,6.037356397589522e-05,0.0001998170412395,3.421967240909538e-07,7.025360953576688e-05
the arrest of the secretary general of the Popular Congress Party,2.4818001140979134e-19,1.943080414900931e-18,1.4830328737928732e-23,6.005826643475327e-19
the asteroid,0.00023424839776547203,0.0006175839163101,9.636484912191903e-07,0.0002383034881241165
the asteroid's orbit,1.941375931450022e-06,9.881557765937668e-06,4.939494587086037e-10,3.3417542891944326e-06
the attack,9.75256980939189e-05,0.0006808092394377,1.4163196323806928e-07,0.0002140185630979743
the audience's heart,4.849086969436495e-06,2.3753812483384243e-05,7.401298108855352e-10,8.436505481810909e-06
the authorities,5.3664863473073146e-05,0.0002195141159637,5.950454050674048e-07,8.795380223046659e-05
the average loss,5.497569434716368e-07,5.420658317007075e-06,7.006206550385386e-12,1.711523870486033e-06
the award,6.819194002971203e-05,0.0003676156227267,6.181420326869733e-06,0.0001080194522943011
the balance,7.094962900746431e-05,0.0002974117924309,1.1874515542662998e-07,9.689394600743491e-05
the balance of interests,2.3966668449334e-07,1.6719999975446995e-06,2.8450184570131e-09,5.165634590279057e-07
the ball,0.002171548636588582,0.0119410797369352,8.729760776624224e-07,0.0037176056340343868
the band,0.00025923151453375215,0.0006927772377993,1.2512030509813214e-05,0.0002455095951443121
the basic state policy of resources conservation and environmental protection,5.148692068965847e-20,2.406441038538825e-19,4.934952685331096e-23,9.794597347300824e-20
the battle in heaven he has provoked,6.963514783558826e-19,4.751900013320716e-18,1.2925503847266602e-24,1.4952703577890402e-18
"the battle, which was clearly propaganda",5.4250430201842817e-17,3.407005598871842e-16,3.3936366889472754e-20,1.1191323694799617e-16
the beginning,0.0002554217269635658,0.0018326115594584,1.1041235548642038e-06,0.0005766151057073394
the beginning of this episode,5.15436167683345e-10,3.3681584590069687e-09,1.8226827463813613e-13,1.040965109364155e-09
the behavior of some of you,1.3526116576299224e-12,1.2364031047196372e-11,1.217391606042173e-16,3.873191922017492e-12
the best basketball mind of any kid he has been around,5.178456102122751e-22,5.155652672522987e-21,1.0092119536861042e-25,1.629561885731881e-21
the big leagues,1.5751460064822237e-06,7.688810003209397e-06,3.1983580963251416e-10,2.71375160986085e-06
the bill,5.019674009993779e-05,0.0003085391142519,4.594171216460989e-07,9.794412817425213e-05
the birth of Jesus,0.0006971983163152771,0.0067414202267982,2.4547137700706087e-09,0.0021241564887464885
the birth of the twins,3.14419736698262e-05,0.0002822955310921,2.3133074987700884e-11,8.824419812851661e-05
the bishop,0.00012027347552028538,0.0006452665087473,4.0594427338089277e-08,0.00020389709720817137
the blood primarily,8.068829401998994e-10,5.310835222703336e-09,1.4861339500151654e-11,1.6542964079352967e-09
