Entity,average_probability,high_probability,low_probability,std_dev_probability
swimming,5.815690844193315e-06,5.813156365301608e-05,9.592414879479752e-12,1.8381924692518047e-05
swine flu,2.427326880116669e-08,9.348855735958677e-08,5.093453706539889e-10,2.7913827057521927e-08
systems,9.842279676959702e-15,3.1119491635214304e-14,1.8020222335586995e-16,1.0455069087101809e-14
talks,9.194866142532752e-12,5.1106250702265055e-11,2.608883060291724e-13,1.5226177288453304e-11
teachers,0.005682889903651224,0.0271370192275642,4.076543436149565e-12,0.010425112300881592
tears,9.127453815226759e-13,8.090457425740161e-12,1.9182968259830305e-15,2.524217977331068e-12
television,1.604431475977509e-11,1.0911460271199648e-10,6.329979079097627e-16,3.476719009630019e-11
terms of intimacy with James Mill and Francis Place,3.198919758680223e-30,2.5432797197427667e-29,8.442676142662257e-54,8.01549962261745e-30
terms of its ranking within Latin America,8.009188777009674e-19,7.994715288887829e-18,4.008986106767361e-31,2.5276458616546938e-18
terms of its righteousness,6.012753188473778e-17,3.410745546675829e-16,7.043075901005965e-21,1.0463736728441122e-16
texturing agents,1.1595926546459841e-10,1.138063969303931e-09,1.6824216237688151e-22,3.5919327320877506e-10
that distributor,7.968613023625811e-10,6.654511768624936e-09,9.669027254448218e-13,2.0743307109518536e-09
that epoch,6.129330006022324e-10,4.3904365524143435e-09,7.20733465734016e-12,1.3374565610963818e-09
that group,4.800248055912618e-09,1.823256308929332e-08,1.0151268774132066e-10,7.053814571157936e-09
that of the United States' FBI,3.811356428636595e-20,1.817209197787424e-19,1.7960380717489305e-27,6.980984721276985e-20
that person,4.977848572936431e-10,2.824073624091109e-09,5.2376090187687626e-11,8.353562136733651e-10
that time,6.20839254702744e-11,3.671787515751959e-10,5.618476035160555e-16,1.2247512680773527e-10
that work,1.5595954034827376e-10,1.397144038777554e-09,3.753637869589388e-16,4.3886471832911037e-10
the AHL's Binghamton Senators,6.689790071133433e-09,5.960548163407983e-08,3.271727895173675e-16,1.872137105433117e-08
the APPD,3.898722778598562e-10,2.5867254425015408e-09,5.225300125095182e-12,7.843243436750093e-10
the Advancement of Science and the Franklin Institute,2.555729904775805e-16,1.3578818253529245e-15,3.415431030377252e-25,5.196169981023816e-16
the Afghan people,3.0526078283395403e-05,0.0002452952271227,1.0307945934393468e-09,7.590831970217815e-05
"the Al Merreikh Stadium, Omdurman (Sudan)",3.8462594846945664e-37,3.846259484692905e-36,3.396781597617672e-59,1.216294044365453e-36
the Algonquian peoples,5.909273032810625e-17,3.701460988880914e-16,8.8175405734858e-22,1.224705791789866e-16
the Amazon River basin,0.00022027553295075056,0.0014588283705236,5.197446809422913e-06,0.00044915324373165523
the American Revolutionary War,0.0009033714751985568,0.0052895181188474,6.317248129098992e-15,0.001642488534589613
the Amiga,1.6623984806296332e-06,1.3662945823460114e-05,6.570785250370861e-13,4.304067978250846e-06
the Antarctic,0.0035233515738238774,0.0122749798490477,2.2241445662846047e-10,0.0047688880065349356
the April report,9.315907821822521e-08,9.315794772323424e-07,1.1900178925822026e-14,2.945908997385092e-07
the Archbishop of Dublin,6.427772382268267e-06,6.23972651471345e-05,1.134063912193558e-20,1.966977006557827e-05
the Army,0.003920562418500333,0.0314395407253271,2.5977525384245765e-07,0.009702182120167019
the Army of the Potomac,0.00023757199265738837,0.0009820553930756,1.3075413101648606e-08,0.0003451224934877579
the Autobianchi badge,1.9998304744801114e-15,1.952499488438573e-14,2.978830405152825e-21,6.159376586953292e-15
the BP-leased Deepwater Horizon rig,8.088846289569457e-13,4.088644262439994e-12,1.605135524323199e-22,1.466504947721594e-12
the Bangladeshis,1.9452903019741216e-07,1.1652149490088816e-06,2.2302290481649157e-11,3.5292322970453985e-07
the Baton Rouge police chief and the serial murder task force,7.829064011084176e-20,3.1064684012650346e-19,4.1994172816358985e-21,1.1800471406848748e-19
the Black Sea coast,1.9967156398758104e-06,7.219583100951602e-06,5.514677035253579e-16,2.7667763978726203e-06
the Brazilian team,8.606287131218482e-06,8.173449151631831e-05,1.8429734783128856e-08,2.5705187730484487e-05
the Burmese military,2.229600592059363e-06,2.222625375749523e-05,6.513243751655718e-16,7.0261418699132604e-06
the CBBC show Trapped,2.896942947066633e-18,1.9854024175187638e-17,3.833303449129765e-24,6.1739885545859744e-18
the CCP's current control on news,5.075376499631576e-18,4.8334459932043336e-17,3.0588601142511783e-31,1.520807357454642e-17
the CEOs of companies,1.124416348143161e-05,6.875251228408738e-05,1.96793184192106e-12,2.1148631576709075e-05
the Caliph and Henry Ainley,9.902297149593921e-27,7.408288647923611e-26,2.6420537543648607e-35,2.3208276182023137e-26
the Canadian tournament,4.1549707276482814e-07,1.431514827473951e-06,1.7714278817571584e-17,5.979719874592012e-07
the Carpenter government,3.7563833894961446e-11,3.7553854316397746e-10,1.4446941495814415e-17,1.187522090773774e-10
the Chairman of the Executive Committee of the Riga City Soviet,5.449662836292764e-16,3.8841156619853386e-15,8.261344156379529e-26,1.252021109741714e-15
the Chesnels' story,1.0945777592580404e-18,8.886788006476384e-18,1.6663212087823682e-25,2.764071971082176e-18
the Chicago Bulls,0.14685672277844705,0.7474160415360398,4.3504777692011945e-07,0.25539314058656376
the Chrysler Corporation,0.00045775739704672556,0.0045736499887119,2.187853077165522e-11,0.0014461774448202669
the City Council,0.00534818603683182,0.02779429554542,2.316729192557371e-13,0.00884485176111167
the City Government,6.269057677382816e-06,6.107958339246153e-05,4.0938141311814476e-17,1.9260648952894235e-05
the Cleveland Browns,0.004415637287192994,0.0169105791871608,3.0721417809022657e-10,0.005884019669231521
the Cleveland suburb of Kirtland,2.581545631632157e-13,2.273324295236167e-12,3.130035169526974e-28,7.107282074425099e-13
the Clinton administration,0.0002140777393086891,0.0019516075277709,1.4610747004376752e-09,0.0006114891944470537
the Colorado ranch,4.9041256510758335e-09,1.745754433385967e-08,5.381579696867303e-22,7.934699566291238e-09
the Communist Party and most Han cadres,4.4679789864566164e-21,4.443243544189911e-20,1.466197689553128e-28,1.4042132670351117e-20
the Consortium,8.910444085001241e-07,7.282145952865844e-06,6.835727924281483e-11,2.2583550961888015e-06
the Constitution,0.020828459649303008,0.0781387397617834,7.084113776867549e-08,0.030088003555127186
the Contras,5.472754051914684e-06,3.631406323928536e-05,2.6395699290317596e-15,1.1578932864724924e-05
"the Cook County Bar Association, the Justice Coalition of Chicago and others",8.05188258416136e-19,5.846444218359249e-18,3.1993081305682035e-24,1.8201680753665903e-18
"the Crib ""is the second single by American",4.5416902030446955e-17,4.536758982997067e-16,3.9296566533769584e-37,1.4344763065005657e-16
the Decorated Period,6.447583544829031e-14,4.967961504794636e-13,1.1822801372933247e-20,1.5614589142823814e-13
the Democratic convention,0.00010508663680524474,0.0007448899234362,1.3389812708059108e-10,0.00023225113336366408
the Detroit Red Wings,0.034461066974804014,0.1706959868655971,6.3968278790301905e-09,0.05130321540731847
the Doha negotiations,6.205517671147352e-09,3.21702592731788e-08,9.774587311359043e-15,1.0621974126401174e-08
the Dragon Queen of Waste Paper,4.970660740304211e-13,4.414061907827961e-12,7.007864689054836e-30,1.3872776004056793e-12
"the Egyptian side, the exits often disguised by homes",6.286169538128897e-33,6.23162086308955e-32,6.418930180312119e-46,1.9687695096898008e-32
the Emirates Stadium,0.00023090166155844398,0.001838190154992,2.8762143918106733e-12,0.0005809998343980815
"the English Foreign Minister, Mr. Balfour",4.762227961421874e-27,2.0004525376402068e-26,1.126273714930617e-38,6.334149466161295e-27
the English Parliament,0.002040638187920754,0.0192311502291934,5.783756659723198e-11,0.006047802995788466
the English language,0.004851737333600306,0.0310019887473025,1.6909262583065154e-09,0.009775643258208152
the Erics Crossing between the Gaza Strip and Israel,2.576256331576598e-20,1.0655457823284416e-19,1.0136433492164425e-23,3.818927509500809e-20
the European Commission,0.033827316445038794,0.1493737090166917,5.658707565511995e-09,0.054422295414410765
"the European Parliament, in which UKIP increased their representation from three to twelve seats",3.8038392071088026e-29,3.464712366501577e-28,6.309814365159952e-46,1.086770074527103e-28
"the European Quarter of Strasbourg, France",2.0234569391859272e-15,1.856489124509063e-14,2.7477211926026047e-30,5.830013849003676e-15
the FA Cup,0.07271214473459844,0.3202086898360535,2.6761738956677486e-10,0.10001138845434528
the Farnworth county constituency,7.987521803207839e-15,5.4017691537662525e-14,2.6577086332616096e-18,1.6566601831845645e-14
the Fifteenth Air Force,1.556082280596578e-05,0.0001163015409263,2.1653181755808355e-12,3.730201474001321e-05
the Gandhi memorial,0.0001386680428044103,0.001159340719067,1.2010012502712019e-12,0.00036242826715819653
the German author,1.219490716004571e-09,5.574264172910746e-09,5.849095633156287e-14,2.1281357542464565e-09
"the German, Italian, Japanese, and Portuguese communities",4.2201577146752686e-22,3.793786060666705e-21,1.1075970100432829e-28,1.1857315942487722e-21
the Greens,0.015098114929676956,0.129498211695008,3.143350100464448e-07,0.04040172312523501
the Guantanamo Bay detention camp,0.0002737553843271673,0.002516530628683,2.939156491987059e-22,0.0007898506096748609
the Gulf waters,7.961889268548325e-06,2.4133461301393583e-05,7.142844714211412e-13,9.425468566886968e-06
the High Renaissance prevailed-Thomas Gainsborough,7.162469805020326e-34,4.7787165402720926e-33,1.3450131714403065e-60,1.4860775833989533e-33
the Hon Barry Jones AO MP of the Australian Labor Party,1.9113931048142472e-21,1.502329983893493e-20,6.198172315388012e-32,4.682597271427145e-21
the House of Lords,0.005644424341607313,0.0326563661568318,1.3353180870196096e-05,0.01024619863423579
"the Huemul, Cougar, Andean Mountain Cat, Camelids and, for birds, the Partridge",1.453491226366391e-57,1.453491226366391e-56,2.2795165351632665e-87,4.596342834389179e-57
the Hungarians,2.4021400895683498e-05,0.0001075848176422,5.040008117085792e-10,3.7279316992002336e-05
the Ilmor Chevrolet program,9.84012676632405e-07,9.84011827614264e-06,6.1700150291138446e-27,3.111718321492329e-06
the Indian Ocean from Reunion,9.485944412155271e-15,7.470924681147775e-14,7.524817810729149e-20,2.3732774430371422e-14
the International Olympic Committee,0.013527782164009211,0.107672463265928,1.5872655518769538e-10,0.03347864584625608
the International Rules series in Ireland,4.865469043392064e-08,4.835165179711183e-07,4.6717265301318326e-15,1.5279591121388202e-07
the Inti Raymi,6.11284731175518e-17,6.09552035173737e-16,3.840163052982052e-29,1.9269706017020548e-16
the Iraqi authorities,3.2952180634394004e-05,0.0001403368305977,3.524725202315069e-11,5.506980080670697e-05
the Iraqi grid,1.5919619268813385e-07,1.0276472510509811e-06,1.9832945140994468e-17,3.3186574715272576e-07
the Irish government,0.00023786880721914701,0.0017469118087108,7.51614935577144e-11,0.000538506830298948
the Islamic Court Union,1.6249688685217732e-10,1.1509137814400482e-09,4.467690228980068e-19,3.593774608343767e-10
"the Israeli military, and not the Lebanese",1.1788539123741468e-12,6.379472921204206e-12,9.05533776387006e-18,2.1171126012012576e-12
the Israeli national football team,2.4020143925589532e-05,0.0001625460982467,2.0455668394864443e-10,5.118232599117964e-05
the Italian government,0.0007406344860182306,0.0019158294467115,4.406306048098138e-05,0.0007157262580133428
the Italian region of Lombardy,1.6648224819945372e-06,1.1819996088436602e-05,8.100890073064455e-13,3.85475143405179e-06
the Jacobite Syriac Orthodox church,5.3341188827715035e-14,5.329695756309335e-13,6.0234345009579906e-27,1.6852428216744975e-13
the Jain scholar Shrimad Rajchandra,4.967281902373217e-36,3.33342214993243e-35,1.2141897525248254e-48,1.1140926184416498e-35
the Japanese Ministry of Education,3.68657946174606e-05,0.0002364093833252,6.390094114807175e-14,7.59670299799741e-05
the Japanese automaker,2.4404624938376434e-09,8.963361599985227e-09,6.001526964062121e-14,3.4918651940425203e-09
the Khmer Rouge,0.013498918766003407,0.134989112428312,4.7578185412450493e-14,0.042687302816429136
the Kingdom Holding Company,0.00011499317863894324,0.001116435887808,7.990654137156956e-22,0.00035201650068779605
the Leinster winners,1.709683118171399e-11,1.5296699309259016e-10,2.552778630367896e-21,4.804752953737964e-11
"the Lengyel horizon to the south, and the Rossen culture to the west",3.79014283989456e-43,2.5571170034912627e-42,7.049217109749312e-64,8.573076375883383e-43
the London and South Western Railway,0.00037987964440507,0.0022951245775211,1.3321681496966172e-09,0.0008091751749220325
the MCC name,6.278287130248135e-10,3.1818801312897327e-09,1.4055484783361942e-26,1.1737641336293553e-09
the Ma administration's China policy,1.379524729141905e-12,9.892109207714298e-12,4.253724579513316e-21,3.177961991936605e-12
the Massachusetts Senate race,7.073242749496576e-08,4.6427723469848163e-07,5.101628717201859e-21,1.477837214855414e-07
"the Merthyr, Tredegar and Abergavenny Railway",5.858973320474402e-37,5.715946739106658e-36,5.415342397297123e-56,1.8030759598255838e-36
the Michael Jackson trial in California,4.010228282644659e-10,2.934262318313901e-09,3.0784153103668034e-16,9.399452951355419e-10
the Middle East,0.0016509993361646124,0.0087499938322026,2.3354237683270305e-08,0.0029769822871879327
the Mine Ban Treaty's provisions,7.004029248437556e-11,3.675924209425876e-10,9.744761254381496e-31,1.3754971842336713e-10
the Ministry of Telecommunications,0.0006509062768006856,0.003806802034417,1.3507091405270334e-14,0.0012045431657149782
the NBA record,6.209754632243978e-08,1.9433694371306334e-07,1.4611896402535668e-11,5.529367022222767e-08
the NPA presence,8.590357576685658e-13,4.148114678978917e-12,9.389732421906192e-24,1.5009641947737017e-12
the National Assembly of Bulgaria,0.0049663207341453935,0.0380016216205258,4.137921852160673e-12,0.01214908117096175
the National Hockey League (NHL),4.315831926151108e-11,3.601611804624981e-10,3.752706732097141e-19,1.1357629224797144e-10
the National Memorial Cemetery of the Pacific,0.0018789588983388612,0.0159368517638291,2.2619409542739187e-18,0.005003756820979505
the Nazis,0.008593142287480366,0.0419223810175939,1.699921165141912e-07,0.013314056685934213
the Netherlands,0.0069354854566057765,0.0596542422173391,3.0553458963300504e-11,0.018630724409644972
the New York Central,0.00526172735797383,0.0364386955237989,9.372472961394597e-14,0.011916222113148965
the New York Times and the Washington Post,0.00030462619571117123,0.002234481001077,6.9915603151982795e-22,0.0007125136353589945
the Nittany Lions,6.539439152827582e-05,0.0006428721311753,9.471589359602102e-12,0.00020291994307730955
the North Koreans,0.00015759782254331467,0.0005593788635236,2.6971393738538424e-11,0.0002123016368548121
"the Norwegian parliament, Stortinget",1.7474099553603567e-16,1.746019002191573e-15,3.747118690226074e-24,5.5209090071334e-16
the Nyquist frequency,1.25447537398172e-07,1.2544062633408704e-06,1.3047108126242073e-19,3.966756624677062e-07
the OPEC oil producers' cartel,1.1074429442293099e-09,8.623420807135534e-09,1.3527179471261749e-21,2.750491802259737e-09
the Opole Voivodship in Silesia,1.1556523710980518e-21,1.0994032249776512e-20,3.253893182641116e-31,3.460585650629626e-21
"the Ottoman Empire, which it itself controlled most of the areas important to the early period of the Baha' i Faith",2.443427344252938e-57,2.160986144003155e-56,8.643745032089784e-90,6.790886270131196e-57
the Palatine Hill,1.9311496188877148e-07,1.9186033910053167e-06,5.786209829033708e-28,6.062831400107766e-07
the Palmach's First Battalion in Operation Yiftach,1.390735921462922e-22,1.2931941317492037e-21,1.630433436224721e-51,4.0656855583463285e-22
the Panama Canal,0.009043427639603741,0.0388321415305838,3.012321467929886e-09,0.015410602186054789
the Panamanian capital,3.765085094951027e-09,3.2127191963859733e-08,4.2816743834628936e-19,1.0114401572941423e-08
the Pearl Harbor attack,0.00011483668534948048,0.0004268650977844,1.3471677226328585e-13,0.00015561052912372258
the Pernambuco state,3.4565395066867174e-20,3.311706835984483e-19,1.208964895455695e-38,1.0426639864612702e-19
the Peruvian effort,5.649590300600069e-07,5.394508672802144e-06,2.0554360072362994e-13,1.698121706071521e-06
the Pet Shop Boys,4.935381598883655e-06,3.334737087388526e-05,3.900522638650625e-15,1.0217107490614814e-05
the Philadelphia Growl,2.727233399465827e-12,2.6397742436417527e-11,4.1035676682116025e-21,8.321381226940385e-12
the Philippines,0.007666456859581711,0.0737424275591216,3.7466364235418214e-10,0.02322325548855685
the Pittsburgh Sobor,1.1613367955271178e-14,5.900344476050147e-14,1.661965568307217e-21,1.9537063448950744e-14
the Polish peasant,5.04679031352955e-07,2.9212854077289053e-06,4.164115940688571e-15,1.076064567110421e-06
the Port of Olympia region,3.8883492168464336e-10,3.5896115713900557e-09,5.339681550031725e-16,1.1254917015171325e-09
the Presidency of the United States,4.4311655422823095e-11,2.1921090049930422e-10,5.894887028431988e-23,7.48134112433773e-11
the President,0.0031947932727804627,0.0307147549509723,1.993009501325229e-06,0.009673028940383138
the President of Poland and the Prime Minister of Poland,7.953020735481658e-10,4.574706501494974e-09,2.205370972190655e-13,1.3824761364235932e-09
the Prime Minister,0.011928946497604813,0.1190003840159353,1.0517956030968085e-08,0.037621132959326724
the Quebec issue,1.004501463337076e-06,8.12496583178651e-06,2.8258665371149282e-14,2.5263547798888074e-06
the Queen of England,5.279589983889007e-06,2.481572349757009e-05,2.3786668545385088e-12,1.0264668778281295e-05
the Quonset huts and other building,2.5896094931508316e-19,1.1452628936114965e-18,3.763801515199768e-25,4.452215700346803e-19
the Rafida,1.5415736145853449e-12,6.646748874065018e-12,4.283697032231266e-18,2.3558855559405287e-12
the Republican political leader Grand Pensionary Johan de Witt,1.8228231261617152e-28,1.7730859604049064e-27,1.05341523809978e-54,5.59045864422335e-28
"the Repulse Bay, where all deities gather",1.4102420988401413e-28,1.0436040692931391e-27,2.11760363464516e-34,3.245963930802003e-28
the Richard Rodgers/Stephen Sondheim,1.4148976462084924e-14,1.4144619807726789e-13,6.866850430840924e-30,4.4727686551096016e-14
the Rio Chama in the U.S. state of New Mexico,1.0573446762467408e-19,1.056752926188422e-18,2.0202412179204027e-30,3.341538539056567e-19
the Rocky Mountains,3.225806087567511e-05,0.0003225499809017,8.233132412259597e-10,0.00010199818379224834
the Royal Engineers,0.001642240118990973,0.0152498226542213,5.966260503136192e-09,0.004786613264924304
the Saracens team,1.2256501669149076e-06,1.2255621072562022e-05,1.3220503750240745e-18,3.875536741738271e-06
the Scottish Claymores,1.773323322283907e-15,1.704335559456826e-14,1.8237229167039977e-21,5.3670808824358655e-15
the Scottish Government,0.021146722414240225,0.1983796521989127,1.7020201338917595e-06,0.06233029558123435
the Second Boer War,1.381840405465683e-06,1.008589248139202e-05,3.104139260462529e-11,3.0923370934363577e-06
the Second Temple period,0.0006509209097110699,0.0027144365508039,8.221455179395134e-13,0.0009067917140599414
the Second World War,0.04798610660450152,0.4092951208950641,4.4553838326785064e-08,0.12722751253938697
the Senate,0.04870631532065005,0.2097556461652256,3.1108542271783727e-09,0.0683617250189585
the Senate on Friday,0.00014738687531540954,0.0013727865613386,2.7051734859772108e-18,0.00043097644964328004
the Seychelles,1.5836962976937815e-11,1.3484511640065703e-10,1.6381529799410646e-16,4.225149737239219e-11
the Shanghai property market,7.491655443012296e-07,4.401477568611806e-06,6.878995824333432e-13,1.376703633035842e-06
the Shire of Northern Grampians,1.1940218613425688e-20,1.0601891995833561e-19,1.863259386069859e-26,3.3180452102580834e-20
the Shri Swaminarayan Mandir,1.414127154923024e-18,9.48124751396786e-18,1.159780869435012e-50,3.1904368726897772e-18
the Siberian border where he had been jailed,2.3739175734240123e-19,1.4036132859618153e-18,2.6341680291415266e-30,4.587993234373029e-19
"the Social Democratic Party, whose leader, Vaino Tanner, was a strong proponent of the parliamentary system",1.2623883201302357e-31,1.2623868213193044e-30,9.864341654550032e-42,3.992017116921025e-31
the South Asian Association,5.469281534061913e-05,0.0001836853259544,1.2865335715777692e-08,7.363530832504164e-05
the Southeastern United States,1.0675713827653805e-07,3.749176375032985e-07,3.187685872203915e-13,1.1581765046797251e-07
the Spaniards of treason,1.3171570519589154e-15,7.135152539926144e-15,9.686002718158786e-23,2.7879451987013562e-15
the Spanish,0.023805401323806718,0.0815425157427469,0.0001459716884458,0.0307644928138917
the Spanish association for the conservation of European bison,5.354854029866577e-12,5.320103430281195e-11,7.159988178985019e-25,1.681169690780017e-11
the Sri Sampradaya Vaishnavas,2.6037927468563524e-25,1.593627644996008e-24,8.817113014751092e-29,5.05730767141622e-25
the St. Patrick's Day celebrations,2.9391540970573017e-12,8.7515821128016e-12,6.780000912056284e-14,3.126346710873446e-12
the Standard,0.00012830625715164748,0.0006884583997753,3.557502725240067e-11,0.00024164054938916364
the Streets,1.9268204177783322e-05,7.415252326592892e-05,4.1038700847416686e-10,2.856518341030085e-05
the Sundance Film Festival,0.007926291020828329,0.078542511549451,6.298364549834438e-12,0.024812320993494504
the Swiss Alps,0.00019192857610354566,0.0009634759574152,4.719757024258476e-10,0.00033209818873592524
"the Tenth Amendment, not the Second Amendment",1.07407720525674e-11,6.951511938484754e-11,4.0032456349695417e-20,2.1782575674920916e-11
the Tenth Doctor,3.4967504697642827e-10,3.367293510178547e-09,2.8256125710841135e-13,1.060500124271525e-09
the Test series,0.0005890369369179503,0.0040598045703982,4.252062402978856e-12,0.0012971447928977638
the Thatcher government,2.936625356216979e-07,1.3158280739219554e-06,9.841123510356035e-13,4.965202763390607e-07
the Turkish support,1.3037128456201168e-07,1.1139076444207825e-06,1.348242267040394e-13,3.470094194462648e-07
the U.S.,2.1073071027562517e-08,2.1025013644346999e-07,1.101846852889044e-13,6.647009220107457e-08
the U.S. diplomats,2.2331568174873153e-13,2.069402815075266e-12,1.175006186235271e-16,6.492703166365222e-13
the UEFA,0.07900894862071876,0.4251174804566204,9.898903651772706e-05,0.1327762518722788
the US,0.0059547819423388165,0.0362939524130467,2.5968148423016844e-05,0.01259841220857249
the US suggesting lifting the weapons embargo to Bosnia-Herzegovina,7.118404133323741e-39,7.103732598084079e-38,6.162859407056057e-47,2.24588441243665e-38
the USA and mainland China,1.7805063317591923e-08,7.89683968704629e-08,1.1167929369943416e-15,2.6964374568247044e-08
the USAC Championship Car series,2.828029247441331e-09,1.984928416473223e-08,2.331168410262636e-35,6.237191981664519e-09
the United States,0.0014966206050034156,0.0083512379977895,4.909382179092835e-09,0.002600690274094859
the United States President Gerald Ford and French president Giscard d'Estaing,8.900416209081174e-28,7.59283204899742e-27,1.355342806105356e-33,2.3780390483411392e-27
the United States Senate,0.004119288505496442,0.0335916756953012,1.5717519377425527e-10,0.010587968616829764
the University of Maryland,0.00013022675902655905,0.0004853747333415,1.9312801291788527e-16,0.00016458458018646924
the University of Massachusetts and MIT,1.632112275496685e-07,7.310379993494783e-07,2.100155560416408e-11,2.679778790421912e-07
"the University of Tasmania, Australia",1.8234332302502404e-07,1.7715587067780974e-06,2.7907660749308337e-11,5.584421860069046e-07
the Victoria Aces,1.3882885469497936e-12,8.305996142740602e-12,6.679378227825457e-19,2.634714483616408e-12
the Vienna Staatsoper soon after her arrival there,9.501967378829813e-19,9.220701656628604e-18,1.7719492234659724e-65,2.90729572654953e-18
the War of the Fourth Coalition,0.0005719164654966744,0.0033364776396571,1.785899147297389e-20,0.001091697291438085
"the Welsh team's new import, Indian captain Sourav Ganguly",6.04880098716863e-48,2.9137937537085677e-47,2.5233675191391156e-58,1.0903200261282354e-47
the West,7.520962579881788e-05,0.0003851937703681,3.941748676237127e-09,0.0001355246698225881
the White house and the Nixon campaign,4.89123817612519e-07,4.891237386529079e-06,6.674230228639677e-18,1.5467450440565546e-06
the Wikipedia page,0.00027494234896109133,0.0026871932642481,1.002332050863205e-11,0.000847681343515342
the Wildcat formation,2.50198948527851e-11,2.4202531937795173e-10,6.812645392333117e-24,7.629091829195169e-11
the above picture,4.1582852191696034e-06,2.7982712251247643e-05,4.330448469644688e-13,9.399050118685372e-06
the accord,6.622851168946684e-05,0.0002666290901453,2.939151179330675e-10,0.00010355753351360734
the achievements,1.8308497066164183e-08,5.266498028856715e-08,1.3793654597673158e-09,1.8267040250674468e-08
"the actress selected by Victor Hugo to create the part of Guanhumara in Burgraves at the Comedie-Francaise, where she remained ten years",4.375280173013976e-98,4.2403144836697046e-97,1.1827957351283166e-107,1.3368296856087234e-97
the actual bands and the fact,2.996418686666673e-09,2.4289323287408093e-08,5.907633679477013e-17,7.572171745764279e-09
the actual figure,6.023375765362763e-06,2.2614828623911183e-05,6.472377636859089e-14,7.906899774268837e-06
the adjacent line,8.227466551102067e-08,4.548967931454158e-07,2.478319557609036e-13,1.3651236099388144e-07
the administration,0.0011933661951967819,0.0085920612573373,9.539484688617033e-09,0.0026681434068181343
the adult form of the character from Jonny Quest,9.818565076663691e-26,7.282050765811185e-25,1.4977494863588396e-40,2.316980570833621e-25
the advanced economies,8.490291119285543e-07,5.551452233481496e-06,6.058383768174298e-12,1.6839088383898888e-06
"the advocacy of owning the system or means of production, rather than being an employee of someone else",4.6079616386773076e-37,4.125530471295055e-36,6.920438469101688e-70,1.2921596364844333e-36
the agency,9.475443410691141e-05,0.0003535119919316,2.272219098920577e-08,0.00011006136530752788
the agency's latest report on Iran,1.2370803286654316e-12,9.250152793458326e-12,1.5570480396551876e-34,2.834591186556887e-12
the airport,0.0013718852865279333,0.0089576873780488,4.779983997752572e-09,0.0029332228476921744
the airport control tower,8.735204121967001e-06,5.436984960363376e-05,1.5263805954662886e-22,1.9060309099466387e-05
the all-time closed-course speed record,5.294075189535491e-25,5.289518735333682e-24,1.268417262947594e-37,1.6725328862879766e-24
the alleged racial inequality of death sentencing,2.2542670313461823e-16,1.440806938823692e-15,6.424470074600486e-32,4.890974912467927e-16
the amended certifications,8.162533394036712e-13,4.979613380209425e-12,3.071847440892966e-20,1.6881586443073468e-12
the amount it spends buying technology elsewhere,2.6552231073934998e-18,2.5221590396741803e-17,4.583886088760098e-40,7.933139631513198e-18
the appointment of a bipartisan committee,1.425824664714502e-08,9.354355743700326e-08,3.903183994325409e-15,2.871224884090118e-08
the approval of the China Insurance Regulatory Commission,1.0554452048851572e-06,9.420807322241048e-06,3.839130360995555e-26,2.9509628019615525e-06
the area,0.03420142336093338,0.1136950465659651,1.5721077900088262e-08,0.03939139439556857
the army,0.0015957307760291277,0.0067524042711262,7.55466543796982e-08,0.0021050598755194545
the arrest of the secretary general of the Popular Congress Party,1.9619331611916883e-14,1.7317979710810477e-13,5.595893019010121e-57,5.414176714390269e-14
the asteroid,0.0008950700414131418,0.007349188105326,1.3327397623106691e-09,0.0022853719688044416
the asteroid's orbit,9.495135738359269e-09,4.1888391059224855e-08,9.677580555328606e-18,1.534036950404852e-08
the attack,0.0002318540272986137,0.0014287173909323,3.013848033117778e-09,0.0004597722118228875
the audience's heart,3.81105168856238e-12,1.84024462958952e-11,1.9144681854967777e-15,5.763663884815729e-12
the authorities,0.001050261322812495,0.0074359134207571,4.822946393587788e-07,0.002329106048181488
the average loss,3.2529106472816023e-10,3.071745659632996e-09,4.390985920357433e-20,9.657452580984097e-10
the award,0.014198344622942305,0.0788345861218653,4.400072945160109e-09,0.024481059789017524
the balance,4.0031077627387415e-08,2.083806072634815e-07,1.4317503740870675e-09,6.318313323699428e-08
the balance of interests,2.9224747303165974e-05,0.0001971500944903,5.835890477514189e-12,6.507862765430685e-05
the ball,0.02536943337286133,0.2319996796053836,4.2210375257659214e-09,0.07287410466989193
the band,0.009833387279075897,0.0347292524944222,1.5319341365208178e-07,0.013418659712673947
the basic state policy of resources conservation and environmental protection,1.5243263131569998e-18,1.0413058609603955e-17,1.3187484615845624e-25,3.264556618612835e-18
the battle in heaven he has provoked,1.2898679587795516e-19,7.872615633898307e-19,2.8930144384706403e-38,2.6810484513534374e-19
"the battle, which was clearly propaganda",1.9365271338278916e-13,1.6535810136648857e-12,1.739882766397655e-21,5.200336823637003e-13
the beginning,3.594190654429001e-07,1.055928394533691e-06,3.659252275786293e-14,3.3792740991416934e-07
the beginning of this episode,6.921626993665519e-07,4.256583621045297e-06,1.458801858856862e-20,1.3184919006601171e-06
the behavior of some of you,9.30655691244011e-12,6.246719305466482e-11,5.4126678536491645e-19,2.1008610318031335e-11
the best basketball mind of any kid he has been around,7.570325870618783e-37,7.570325196900215e-36,4.9488802655461914e-51,2.393947001364684e-36
